x,y,n_cattle,n_sheep,status,status_being_culled
13.69493536,21.34801179,500,0,0,FALSE
12.99717101,-0.0772221,500,0,0,FALSE
18.49770636,24.07531204,500,0,0,FALSE
12.83496379,2.506054713,500,0,0,FALSE
18.40405908,10.60240692,500,0,0,FALSE
-0.762299946,3.585867106,500,0,0,FALSE
-0.101655341,5.53721319,500,0,0,FALSE
11.83241214,23.77065619,500,0,0,FALSE
16.86090573,14.69329133,500,0,0,FALSE
7.590006521,13.59674113,500,0,0,FALSE
20.90895361,32.25816467,500,0,0,FALSE
-2.254788433,18.33164205,500,0,0,FALSE
8.147359796,18.27960074,500,0,0,FALSE
21.24096683,11.59366192,500,0,0,FALSE
-4.244355333,14.1295485,500,0,0,FALSE
26.77757862,21.1749615,500,0,0,FALSE
-1.646391152,13.00808458,500,0,0,FALSE
-3.266752171,11.51066701,500,0,0,FALSE
29.49030027,9.854631148,500,0,0,FALSE
6.31991111,16.94636322,500,0,0,FALSE
4.85985004,20.22289352,500,0,0,FALSE
9.493640943,10.91496807,500,0,0,FALSE
27.79919536,24.54089816,500,0,0,FALSE
8.082208603,32.85895634,500,0,0,FALSE
23.48204848,7.725126461,500,0,0,FALSE
18.34459179,15.40886116,500,0,0,FALSE
9.497731254,-3.594564533,500,0,0,FALSE
14.801254,33.02709549,500,0,0,FALSE
-2.067920286,11.44612845,500,0,0,FALSE
16.71031506,23.19030738,500,0,0,FALSE
17.41395452,-0.481421202,500,0,0,FALSE
-0.630181748,7.381385639,500,0,0,FALSE
16.89095207,29.90000234,500,0,0,FALSE
9.74235007,18.59046078,500,0,0,FALSE
-0.068931315,3.794325306,500,0,0,FALSE
1.461758703,25.97206903,500,0,0,FALSE
29.01969376,28.18153208,500,0,0,FALSE
19.12713982,-2.687028594,500,0,0,FALSE
6.873771162,28.03180469,500,0,0,FALSE
14.69193425,19.98070673,500,0,0,FALSE
10.57045343,-1.917494191,500,0,0,FALSE
-0.48954929,7.541835161,500,0,0,FALSE
6.762726613,10.93731515,500,0,0,FALSE
29.85059939,26.14359892,500,0,0,FALSE
12.12524948,24.22921743,500,0,0,FALSE
20.33134227,23.56461401,500,0,0,FALSE
15.51116619,15.68905494,500,0,0,FALSE
29.6885916,13.12763127,500,0,0,FALSE
8.734279841,5.384581045,500,0,0,FALSE
1.225048283,3.225928061,500,0,0,FALSE
17.29554979,6.016181077,500,0,0,FALSE
15.17913242,14.05874091,500,0,0,FALSE
30.2488342,27.26299163,500,0,0,FALSE
3.253715084,5.981041217,500,0,0,FALSE
-0.785458326,7.812574257,500,0,0,FALSE
25.25467733,15.77116873,500,0,0,FALSE
13.2251966,34.66676406,500,0,0,FALSE
23.63749492,18.69871055,500,0,0,FALSE
7.756466164,30.00601912,500,0,0,FALSE
22.46134514,2.430050191,500,0,0,FALSE
31.48335373,4.785032942,500,0,0,FALSE
26.59489113,16.68488524,500,0,0,FALSE
29.52861912,17.0997316,500,0,0,FALSE
15.16719489,6.491276931,500,0,0,FALSE
27.49532626,14.06890456,500,0,0,FALSE
19.40910179,20.73442863,500,0,0,FALSE
11.41381088,31.07881916,500,0,0,FALSE
28.79164005,11.61694284,500,0,0,FALSE
27.39131082,5.423286461,500,0,0,FALSE
12.17713944,34.11164682,500,0,0,FALSE
11.95436145,1.270517367,500,0,0,FALSE
3.512077818,17.05779069,500,0,0,FALSE
15.15744953,22.03018368,500,0,0,FALSE
3.235909671,23.75411097,500,0,0,FALSE
-0.678787406,3.627682951,500,0,0,FALSE
16.86228131,21.95428028,500,0,0,FALSE
0.032702415,6.549671898,500,0,0,FALSE
19.30013523,8.436126371,500,0,0,FALSE
31.93291503,9.448471836,500,0,0,FALSE
13.19653448,23.76981291,500,0,0,FALSE
6.469510085,17.76542005,500,0,0,FALSE
5.161145875,10.81820994,500,0,0,FALSE
26.35684477,8.309387582,500,0,0,FALSE
10.00031614,-4.225638683,500,0,0,FALSE
-2.824873053,18.53713001,500,0,0,FALSE
13.17846955,9.681653676,500,0,0,FALSE
4.04522286,0.580643734,500,0,0,FALSE
31.24196809,11.56020047,500,0,0,FALSE
10.77598097,16.41207089,500,0,0,FALSE
5.723534147,7.924827004,500,0,0,FALSE
17.82805287,5.583725547,500,0,0,FALSE
7.770674326,4.69341077,500,0,0,FALSE
26.18107207,21.57037186,500,0,0,FALSE
34.4799124,12.34002196,500,0,0,FALSE
24.03573176,31.74785673,500,0,0,FALSE
13.57292872,9.535275366,500,0,0,FALSE
17.45682645,16.44089725,500,0,0,FALSE
18.21321295,15.05467428,500,0,0,FALSE
8.794641706,10.06406473,500,0,0,FALSE
5.386856227,19.61308168,500,0,0,FALSE
31.50173487,14.76482216,500,0,0,FALSE
11.26852268,5.88591008,500,0,0,FALSE
23.97337095,9.713730141,500,0,0,FALSE
22.29729685,13.50732995,500,0,0,FALSE
11.15109658,3.049064052,500,0,0,FALSE
5.794089535,17.78133594,500,0,0,FALSE
12.50476225,10.52045705,500,0,0,FALSE
9.029188085,0.73169814,500,0,0,FALSE
9.482126138,7.442362344,500,0,0,FALSE
-1.138181627,7.758443784,500,0,0,FALSE
6.463838194,25.61791051,500,0,0,FALSE
24.23628416,-1.026687709,500,0,0,FALSE
25.53881513,8.416420846,500,0,0,FALSE
-1.171500871,5.788200036,500,0,0,FALSE
22.48549896,25.37191172,500,0,0,FALSE
32.57173363,6.980430604,500,0,0,FALSE
14.65695096,15.6720873,500,0,0,FALSE
22.77369042,4.833111436,500,0,0,FALSE
28.1664737,25.61585275,500,0,0,FALSE
7.542462314,6.265647311,500,0,0,FALSE
13.55649208,10.80909047,500,0,0,FALSE
11.93988001,9.780973033,500,0,0,FALSE
25.28044294,19.60693727,500,0,0,FALSE
11.551257,24.68317638,500,0,0,FALSE
27.10127529,27.87337554,500,0,0,FALSE
30.88170587,21.12015061,500,0,0,FALSE
17.52703599,29.08346705,500,0,0,FALSE
4.418487741,6.079671762,500,0,0,FALSE
28.09410449,27.30548821,500,0,0,FALSE
9.173658202,-0.595209416,500,0,0,FALSE
28.09324958,23.45942433,500,0,0,FALSE
15.56781133,33.67174002,500,0,0,FALSE
19.76784484,34.27101858,500,0,0,FALSE
33.38289071,16.91521793,500,0,0,FALSE
-0.988128741,20.50499851,500,0,0,FALSE
28.87428242,21.22582509,500,0,0,FALSE
15.72182931,28.59749814,500,0,0,FALSE
7.023279483,25.29478738,500,0,0,FALSE
1.109593922,9.780759212,500,0,0,FALSE
11.8133929,12.03684447,500,0,0,FALSE
13.81956792,-3.150920632,500,0,0,FALSE
8.556207313,15.92620879,500,0,0,FALSE
9.862977871,19.58485306,500,0,0,FALSE
22.79357117,26.85756156,500,0,0,FALSE
14.46357791,31.1923838,500,0,0,FALSE
17.03031202,8.757998609,500,0,0,FALSE
-1.40898834,9.012359834,500,0,0,FALSE
1.963065125,17.05656306,500,0,0,FALSE
0.541044702,14.58153275,500,0,0,FALSE
8.725755826,30.59576922,500,0,0,FALSE
15.61617309,4.071058948,500,0,0,FALSE
20.01310431,-4.014714907,500,0,0,FALSE
14.67365639,9.278152504,500,0,0,FALSE
32.78459047,12.30349655,500,0,0,FALSE
21.48153495,30.846553,500,0,0,FALSE
28.59847187,2.695766487,500,0,0,FALSE
-0.789306183,18.82175873,500,0,0,FALSE
16.30104348,-2.560031617,500,0,0,FALSE
1.210928384,11.49210992,500,0,0,FALSE
14.83293709,10.93225361,500,0,0,FALSE
31.112914,16.8983685,500,0,0,FALSE
6.875151705,23.88333296,500,0,0,FALSE
20.80847066,19.84974481,500,0,0,FALSE
23.14109075,7.750404295,500,0,0,FALSE
26.22527157,14.35233736,500,0,0,FALSE
19.77938879,29.5230622,500,0,0,FALSE
33.53141961,21.02275092,500,0,0,FALSE
6.159775338,9.235588219,500,0,0,FALSE
15.89334491,4.250523818,500,0,0,FALSE
19.66902542,5.444575117,500,0,0,FALSE
-2.978055356,11.45189051,500,0,0,FALSE
27.95400363,25.66726262,500,0,0,FALSE
22.60795419,-1.386575653,500,0,0,FALSE
3.178813694,14.02677322,500,0,0,FALSE
6.452127136,-0.360009271,500,0,0,FALSE
30.2195612,19.83905613,500,0,0,FALSE
11.21651249,28.47538328,500,0,0,FALSE
-1.148379782,14.39071895,500,0,0,FALSE
-2.167540546,16.36985724,500,0,0,FALSE
-0.273896345,22.92221196,500,0,0,FALSE
2.8962312,2.697299841,500,0,0,FALSE
22.5604488,-0.283933776,500,0,0,FALSE
27.46911241,0.843795007,500,0,0,FALSE
15.69909875,33.59835701,500,0,0,FALSE
19.64867067,7.00348572,500,0,0,FALSE
12.96458376,12.29122361,500,0,0,FALSE
23.70136119,26.5959085,500,0,0,FALSE
30.23811861,4.71592589,500,0,0,FALSE
30.58461322,23.51118784,500,0,0,FALSE
14.33011952,30.26463979,500,0,0,FALSE
7.312661852,30.3116953,500,0,0,FALSE
24.41770369,2.001114477,500,0,0,FALSE
12.54441097,16.26955913,500,0,0,FALSE
23.11277948,-2.899942857,500,0,0,FALSE
30.64703072,10.31228256,500,0,0,FALSE
12.1796994,11.20372265,500,0,0,FALSE
4.322335908,7.876529294,500,0,0,FALSE
15.72668556,30.11442007,500,0,0,FALSE
2.793172367,27.9563267,500,0,0,FALSE
17.61142451,26.08690417,500,0,0,FALSE
32.15896128,10.34589331,500,0,0,FALSE
9.29288981,11.38628695,500,0,0,FALSE
8.857668505,3.606716384,500,0,0,FALSE
10.86290765,-2.215405729,500,0,0,FALSE
-1.4519203,24.15159503,500,0,0,FALSE
27.42158835,19.57933548,500,0,0,FALSE
18.1392054,22.72569003,500,0,0,FALSE
4.009699123,11.5720116,500,0,0,FALSE
30.88182289,6.918032553,500,0,0,FALSE
26.30000113,0.278204928,500,0,0,FALSE
26.99193185,3.390049228,500,0,0,FALSE
21.46559519,-0.130348658,500,0,0,FALSE
6.959394476,30.70408336,500,0,0,FALSE
8.724495914,14.43980619,500,0,0,FALSE
28.76381337,19.84725148,500,0,0,FALSE
5.172407725,22.84659456,500,0,0,FALSE
0.579624544,16.78620252,500,0,0,FALSE
14.74502531,12.77521765,500,0,0,FALSE
7.598366296,7.326043901,500,0,0,FALSE
2.500975624,26.96447525,500,0,0,FALSE
21.02773257,-2.666962785,500,0,0,FALSE
10.49944621,25.04945358,500,0,0,FALSE
-2.196511367,15.43417731,500,0,0,FALSE
8.267638183,15.17603383,500,0,0,FALSE
-0.578276764,18.85158022,500,0,0,FALSE
11.3598162,33.40415056,500,0,0,FALSE
1.51805345,6.22330037,500,0,0,FALSE
31.79121516,9.033302032,500,0,0,FALSE
22.75800443,29.47932515,500,0,0,FALSE
-2.220922766,23.44410724,500,0,0,FALSE
21.63056837,6.536497055,500,0,0,FALSE
27.90953153,7.299702991,500,0,0,FALSE
11.64592127,-3.808236749,500,0,0,FALSE
-2.365166447,8.277203565,500,0,0,FALSE
34.34471595,14.62773243,500,0,0,FALSE
-4.066217736,14.06533741,500,0,0,FALSE
3.212972549,29.60986914,500,0,0,FALSE
27.71261546,18.77970096,500,0,0,FALSE
20.93389228,10.73500887,500,0,0,FALSE
20.7161352,6.02426883,500,0,0,FALSE
28.09985168,1.596160529,500,0,0,FALSE
23.34166333,12.7131213,500,0,0,FALSE
2.226792853,15.70726728,500,0,0,FALSE
24.89192704,14.86697277,500,0,0,FALSE
20.60936978,-1.245659755,500,0,0,FALSE
8.520537492,29.38264357,500,0,0,FALSE
29.70285261,11.92293847,500,0,0,FALSE
24.41203273,11.36736311,500,0,0,FALSE
8.34090723,16.81383475,500,0,0,FALSE
29.12327644,6.049982569,500,0,0,FALSE
2.716753426,20.02965352,500,0,0,FALSE
30.0958197,11.03208219,500,0,0,FALSE
1.538101733,28.79160759,500,0,0,FALSE
19.81197231,28.26862282,500,0,0,FALSE
4.919763599,16.92804197,500,0,0,FALSE
32.64045062,24.13957455,500,0,0,FALSE
16.91316031,22.3171724,500,0,0,FALSE
31.6882354,21.00220332,500,0,0,FALSE
19.56507213,34.06003894,500,0,0,FALSE
15.88854499,10.0045907,500,0,0,FALSE
-0.713552191,15.32159367,500,0,0,FALSE
8.352469546,28.66917025,500,0,0,FALSE
15.69499453,24.16259457,500,0,0,FALSE
26.62638933,16.15818753,500,0,0,FALSE
-3.023774328,11.10971169,500,0,0,FALSE
17.79274734,32.77672949,500,0,0,FALSE
24.15402763,17.42651324,500,0,0,FALSE
18.81307574,0.171974211,500,0,0,FALSE
18.8538476,16.18638448,500,0,0,FALSE
12.94739259,29.56775399,500,0,0,FALSE
16.19119307,15.57004795,500,0,0,FALSE
30.12932595,26.9705614,500,0,0,FALSE
26.58393547,16.2381336,500,0,0,FALSE
14.55105652,2.003101126,500,0,0,FALSE
9.457880745,-1.7130745,500,0,0,FALSE
7.171676949,0.662378769,500,0,0,FALSE
32.08694809,21.05024001,500,0,0,FALSE
13.63690018,6.845425332,500,0,0,FALSE
31.11855113,14.456726,500,0,0,FALSE
6.641953042,16.93822315,500,0,0,FALSE
0.853352275,7.042346013,500,0,0,FALSE
10.62366616,18.66383848,500,0,0,FALSE
13.04781683,21.03232416,500,0,0,FALSE
18.24078931,29.39926172,500,0,0,FALSE
13.06987989,10.90637705,500,0,0,FALSE
6.892334778,26.2129289,500,0,0,FALSE
11.55781845,-3.057666436,500,0,0,FALSE
14.68520879,-2.036896674,500,0,0,FALSE
21.31626691,21.21626165,500,0,0,FALSE
29.81409538,16.84528474,500,0,0,FALSE
16.03489129,6.743072761,500,0,0,FALSE
2.610894969,26.34650666,500,0,0,FALSE
29.96717529,9.376676208,500,0,0,FALSE
30.5499793,5.504468131,500,0,0,FALSE
14.48523723,-0.133884874,500,0,0,FALSE
11.29072994,34.43285515,500,0,0,FALSE
2.22075278,6.370166474,500,0,0,FALSE
5.006762206,11.43715635,500,0,0,FALSE
24.42716969,31.95175304,500,0,0,FALSE
18.07172772,24.33963749,500,0,0,FALSE
9.597272912,13.62592519,500,0,0,FALSE
14.81244802,34.37006506,500,0,0,FALSE
5.812914727,6.066773524,500,0,0,FALSE
19.86429527,27.46000997,500,0,0,FALSE
29.99749432,11.67024201,500,0,0,FALSE
30.60206767,13.11992658,500,0,0,FALSE
30.04587777,7.852823027,500,0,0,FALSE
11.47089784,17.06994671,500,0,0,FALSE
25.33373628,27.13690713,500,0,0,FALSE
25.39406316,7.163197266,500,0,0,FALSE
0.071925088,19.22789386,500,0,0,FALSE
15.83602844,3.784311538,500,0,0,FALSE
-3.740809116,14.5858712,500,0,0,FALSE
12.90622468,21.80521136,500,0,0,FALSE
-1.656948374,14.55203015,500,0,0,FALSE
2.326298754,27.71193656,500,0,0,FALSE
7.64675852,10.33218939,500,0,0,FALSE
17.33310329,4.036307228,500,0,0,FALSE
33.67605733,21.45184045,500,0,0,FALSE
19.99921947,32.56735132,500,0,0,FALSE
26.58489712,9.43411481,500,0,0,FALSE
3.810352017,29.75632904,500,0,0,FALSE
25.47474552,14.56943094,500,0,0,FALSE
26.36494414,-1.201318276,500,0,0,FALSE
2.113112016,22.09958685,500,0,0,FALSE
-1.933137405,22.50213598,500,0,0,FALSE
3.203102415,15.5347154,500,0,0,FALSE
2.930678034,1.531145068,500,0,0,FALSE
20.47300386,3.854401248,500,0,0,FALSE
25.56822539,2.808837229,500,0,0,FALSE
3.326637856,30.36125638,500,0,0,FALSE
0.83354551,23.27645991,500,0,0,FALSE
19.91493826,2.685131769,500,0,0,FALSE
13.04941398,14.47181001,500,0,0,FALSE
15.86673182,7.037051521,500,0,0,FALSE
18.74008743,30.94957133,500,0,0,FALSE
16.35710206,2.561334439,500,0,0,FALSE
32.68140428,16.51116724,500,0,0,FALSE
-3.734311777,8.923718467,500,0,0,FALSE
25.54787931,30.73141182,500,0,0,FALSE
9.482773521,2.486003774,500,0,0,FALSE
23.7268302,15.03899874,500,0,0,FALSE
3.93115444,7.530277357,500,0,0,FALSE
16.20595872,3.460054449,500,0,0,FALSE
24.18282198,10.28388389,500,0,0,FALSE
24.03713476,8.115837089,500,0,0,FALSE
21.36645733,-0.570259264,500,0,0,FALSE
6.880298712,32.25384807,500,0,0,FALSE
14.09984049,34.04889038,500,0,0,FALSE
2.849133677,16.277543,500,0,0,FALSE
26.10196659,3.127385293,500,0,0,FALSE
11.54507555,21.36160457,500,0,0,FALSE
7.307343352,6.150896503,500,0,0,FALSE
-1.690301253,21.21592882,500,0,0,FALSE
7.392091082,0.735432214,500,0,0,FALSE
19.17535122,10.79479606,500,0,0,FALSE
9.65745308,7.488653123,500,0,0,FALSE
7.593625118,30.12861853,500,0,0,FALSE
13.77320645,21.82806456,500,0,0,FALSE
5.204570629,28.56827068,500,0,0,FALSE
0.95563491,17.46589646,500,0,0,FALSE
23.54651651,21.48383577,500,0,0,FALSE
3.518689555,16.92472896,500,0,0,FALSE
19.64133202,4.901372002,500,0,0,FALSE
29.53882972,4.222150784,500,0,0,FALSE
13.01161357,14.29202309,500,0,0,FALSE
30.94187075,12.61985066,500,0,0,FALSE
11.64233076,16.01706029,500,0,0,FALSE
22.09482803,5.353320722,500,0,0,FALSE
22.01995733,16.17510064,500,0,0,FALSE
6.067107431,0.195677143,500,0,0,FALSE
25.24695084,10.77325365,500,0,0,FALSE
19.84826557,22.66614098,500,0,0,FALSE
1.172404582,25.30590614,500,0,0,FALSE
24.83935021,16.7745992,500,0,0,FALSE
5.741503953,-1.921381328,500,0,0,FALSE
17.18973855,7.83759032,500,0,0,FALSE
11.30656939,1.726781571,500,0,0,FALSE
11.76884376,-4.463450044,500,0,0,FALSE
10.62422717,26.72102247,500,0,0,FALSE
25.31673524,26.38879366,500,0,0,FALSE
21.28193381,23.32126751,500,0,0,FALSE
13.18994717,-0.110047301,500,0,0,FALSE
13.70388928,-0.25523581,500,0,0,FALSE
13.5605092,8.332704151,500,0,0,FALSE
13.26625358,18.31773909,500,0,0,FALSE
15.01067267,33.1025722,500,0,0,FALSE
8.117456238,16.09405835,500,0,0,FALSE
31.72928714,10.24701717,500,0,0,FALSE
16.80771567,-4.851375182,500,0,0,FALSE
16.74321734,31.95236798,500,0,0,FALSE
-0.27848245,26.27936413,500,0,0,FALSE
8.085515543,22.82257921,500,0,0,FALSE
24.43919891,6.428562947,500,0,0,FALSE
13.12400577,-1.503137442,500,0,0,FALSE
24.06944967,31.09010414,500,0,0,FALSE
2.356341103,3.66401445,500,0,0,FALSE
18.54947532,6.048260769,500,0,0,FALSE
34.48478525,11.53027444,500,0,0,FALSE
32.90922034,21.62435678,500,0,0,FALSE
6.164975476,-2.046927073,500,0,0,FALSE
9.188688607,29.08180202,500,0,0,FALSE
10.0580593,0.385352719,500,0,0,FALSE
17.31263746,25.36751452,500,0,0,FALSE
26.55117688,11.73167087,500,0,0,FALSE
13.74404353,25.15079301,500,0,0,FALSE
26.33169018,29.11837418,500,0,0,FALSE
-0.190851715,13.54320991,500,0,0,FALSE
14.50833594,23.46995429,500,0,0,FALSE
21.73302112,32.26263415,500,0,0,FALSE
12.28804433,29.85283327,500,0,0,FALSE
4.231095735,22.02232281,500,0,0,FALSE
8.952413325,1.822680183,500,0,0,FALSE
26.58215058,0.298940662,500,0,0,FALSE
9.308067536,8.089784031,500,0,0,FALSE
17.55175361,29.1396651,500,0,0,FALSE
9.510921656,9.450830746,500,0,0,FALSE
8.272193434,33.65945694,500,0,0,FALSE
15.63046039,16.06500407,500,0,0,FALSE
22.95295407,0.628014703,500,0,0,FALSE
17.24145198,16.96227198,500,0,0,FALSE
1.033951502,24.77245842,500,0,0,FALSE
-0.075621191,2.04892163,500,0,0,FALSE
34.455866,11.30849552,500,0,0,FALSE
0.834919317,16.27133957,500,0,0,FALSE
31.62204451,6.352920536,500,0,0,FALSE
6.131305365,2.440807745,500,0,0,FALSE
22.51236437,27.23193206,500,0,0,FALSE
25.96324929,15.27202375,500,0,0,FALSE
14.98312486,12.94763794,500,0,0,FALSE
0.555398572,16.13851403,500,0,0,FALSE
31.81478534,11.57419281,500,0,0,FALSE
15.73141544,19.80206491,500,0,0,FALSE
23.1535157,19.50992191,500,0,0,FALSE
22.62193943,16.00026717,500,0,0,FALSE
9.310979071,6.334402034,500,0,0,FALSE
15.21082925,20.76128129,500,0,0,FALSE
23.55184019,15.743995,500,0,0,FALSE
-0.5336727,20.72615763,500,0,0,FALSE
8.48412386,-0.97414834,500,0,0,FALSE
6.452169402,29.62073542,500,0,0,FALSE
4.966762853,7.046483229,500,0,0,FALSE
13.90907561,-4.918708548,500,0,0,FALSE
29.0210031,15.2162811,500,0,0,FALSE
19.74107059,0.291415186,500,0,0,FALSE
10.955985,27.91967035,500,0,0,FALSE
3.867140891,8.843060569,500,0,0,FALSE
20.97735016,23.69062173,500,0,0,FALSE
10.58616935,34.29714003,500,0,0,FALSE
18.5742324,28.31800351,500,0,0,FALSE
10.24935323,26.98772945,500,0,0,FALSE
8.405328672,-1.778339792,500,0,0,FALSE
11.56078053,19.59990554,500,0,0,FALSE
-4.036379827,14.81823713,500,0,0,FALSE
22.37186898,10.08323403,500,0,0,FALSE
18.637087,15.05671129,500,0,0,FALSE
12.14576743,8.039370877,500,0,0,FALSE
16.56065481,4.565366354,500,0,0,FALSE
20.81168714,14.32983283,500,0,0,FALSE
11.40460957,28.30982079,500,0,0,FALSE
11.55242314,0.701722913,500,0,0,FALSE
14.2376272,-4.445944961,500,0,0,FALSE
1.058358595,10.51204173,500,0,0,FALSE
25.70752548,22.5813744,500,0,0,FALSE
31.20803409,18.89794361,500,0,0,FALSE
12.57522994,5.781902497,500,0,0,FALSE
21.6285908,32.30472167,500,0,0,FALSE
18.02009669,20.11479332,500,0,0,FALSE
4.290061174,0.475749724,500,0,0,FALSE
18.00247602,33.21573352,500,0,0,FALSE
32.13255838,5.487175321,500,0,0,FALSE
16.48103051,13.59776433,500,0,0,FALSE
5.085777223,14.03069946,500,0,0,FALSE
28.0712938,2.436131152,500,0,0,FALSE
31.06990645,15.46415873,500,0,0,FALSE
22.23851022,14.87156788,500,0,0,FALSE
18.33023537,26.58476051,500,0,0,FALSE
5.969463421,-2.339767185,500,0,0,FALSE
7.821003004,26.91891251,500,0,0,FALSE
12.65293467,1.098198594,500,0,0,FALSE
15.12848007,33.85554581,500,0,0,FALSE
12.58653003,-2.824401933,500,0,0,FALSE
-0.616622574,3.994496228,500,0,0,FALSE
6.880448243,18.69254864,500,0,0,FALSE
1.94109273,5.917228198,500,0,0,FALSE
26.76198947,10.50488115,500,0,0,FALSE
-4.205988006,12.37886997,500,0,0,FALSE
23.26318547,14.78828375,500,0,0,FALSE
26.98796771,28.49130738,500,0,0,FALSE
9.361363319,32.332734,500,0,0,FALSE
5.305603745,26.12400815,500,0,0,FALSE
7.445393463,21.75175541,500,0,0,FALSE
4.946715819,5.962525401,500,0,0,FALSE
32.73584376,20.37697915,500,0,0,FALSE
31.69196807,21.18915829,500,0,0,FALSE
